,hh_index,area_id,zone_id,hh_count,hh_children,hh_people_in_work,hh_in_work,hh_cars,p_hh_index,adult,gender,employment,occupation,main_activity,main_activity_id,main_facility_area,main_facility_zone,mode,hh_income_bin,age_bin
698,230.0,38.0,38.0,4.0,1.0,1.0,1.0,3.0,3,0,0,2,0,2,5.0,43.0,43.6,2.0,3,4
708,235.0,33.0,33.1,5.0,2.0,3.0,1.0,2.0,0,1,1,3,1,1,360.0,2.0,2.2,2.0,1,31
709,235.0,33.0,33.1,5.0,2.0,3.0,1.0,2.0,1,1,1,3,3,1,922.0,43.0,43.5,0.0,1,21
710,235.0,33.0,33.1,5.0,2.0,3.0,1.0,2.0,2,1,0,3,1,1,913.0,38.0,38.2,2.0,1,31
711,235.0,33.0,33.1,5.0,2.0,3.0,1.0,2.0,3,0,1,2,0,2,80.0,46.0,46.9,1.0,1,4
712,235.0,33.0,33.1,5.0,2.0,3.0,1.0,2.0,4,0,1,2,0,2,76.0,44.0,44.3,0.0,1,4
713,236.0,24.0,24.9,2.0,1.0,1.0,1.0,0.0,0,1,1,3,1,1,775.0,39.0,39.3,0.0,0,21
714,236.0,24.0,24.9,2.0,1.0,1.0,1.0,0.0,1,0,2,2,0,2,74.0,26.0,26.0,0.0,0,4
745,247.0,43.0,43.0,3.0,1.0,2.0,1.0,0.0,0,1,1,3,1,1,980.0,29.0,29.0,0.0,1,21
746,247.0,43.0,43.0,3.0,1.0,2.0,1.0,0.0,1,1,0,3,1,1,602.0,25.0,25.3,0.0,1,21
747,247.0,43.0,43.0,3.0,1.0,2.0,1.0,0.0,2,0,1,2,0,2,0.0,43.0,43.4,0.0,1,4
751,249.0,21.0,21.0,5.0,0.0,1.0,1.0,3.0,0,1,0,3,2,1,637.0,26.0,26.0,0.0,3,61
752,249.0,21.0,21.0,5.0,0.0,1.0,1.0,3.0,1,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
753,249.0,21.0,21.0,5.0,0.0,1.0,1.0,3.0,2,1,0,0,0,5,55.0,5.0,5.3,0.0,3,61
754,249.0,21.0,21.0,5.0,0.0,1.0,1.0,3.0,3,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
755,249.0,21.0,21.0,5.0,0.0,1.0,1.0,3.0,4,1,0,0,0,4,213.0,15.0,15.2,0.0,3,61
756,250.0,24.0,24.9,2.0,0.0,2.0,1.0,0.0,0,1,1,3,2,1,724.0,41.0,41.3,0.0,2,51
757,250.0,24.0,24.9,2.0,0.0,2.0,1.0,0.0,1,1,0,3,1,1,562.0,20.0,20.0,0.0,2,51
763,253.0,22.0,22.0,2.0,0.0,2.0,1.0,0.0,0,1,1,3,1,1,519.0,7.0,7.3,0.0,1,31
764,253.0,22.0,22.0,2.0,0.0,2.0,1.0,0.0,1,1,1,3,1,1,451.0,10.0,10.1,3.0,1,31
777,259.0,24.0,24.1,2.0,0.0,1.0,1.0,1.0,0,1,1,3,2,1,164.0,19.0,19.6,2.0,1,51
778,259.0,24.0,24.1,2.0,0.0,1.0,1.0,1.0,1,1,0,0,0,4,124.0,12.0,12.2,0.0,1,51
788,264.0,27.0,27.1,1.0,0.0,0.0,0.0,0.0,0,1,1,3,1,1,693.0,36.0,36.0,0.0,0,41
789,265.0,19.0,19.6,2.0,1.0,0.0,0.0,0.0,0,1,1,3,1,1,615.0,29.0,29.3,0.0,0,21
790,265.0,19.0,19.6,2.0,1.0,0.0,0.0,0.0,1,0,0,2,0,2,1.0,42.0,42.4,0.0,0,4
791,266.0,7.0,7.1,2.0,0.0,2.0,1.0,0.0,0,1,1,3,1,1,462.0,16.0,16.3,0.0,1,21
792,266.0,7.0,7.1,2.0,0.0,2.0,1.0,0.0,1,1,0,3,1,1,770.0,44.0,44.2,0.0,1,31
805,271.0,25.0,25.1,3.0,0.0,1.0,1.0,2.0,0,1,1,3,2,1,68.0,33.0,33.1,2.0,2,51
806,271.0,25.0,25.1,3.0,0.0,1.0,1.0,2.0,1,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,2,51
807,271.0,25.0,25.1,3.0,0.0,1.0,1.0,2.0,2,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,2,51
808,272.0,27.0,27.1,3.0,1.0,2.0,1.0,0.0,0,1,1,3,2,1,534.0,22.0,22.3,0.0,1,16
809,272.0,27.0,27.1,3.0,1.0,2.0,1.0,0.0,1,1,0,2,0,2,91.0,46.0,46.0,0.0,1,16
810,272.0,27.0,27.1,3.0,1.0,2.0,1.0,0.0,2,0,1,2,0,2,60.0,12.0,12.3,3.0,1,0
816,274.0,19.0,19.4,3.0,1.0,2.0,1.0,1.0,0,1,0,3,1,1,854.0,48.0,48.0,0.0,0,21
817,274.0,19.0,19.4,3.0,1.0,2.0,1.0,1.0,1,1,1,3,1,1,204.0,7.0,7.9,0.0,0,21
818,274.0,19.0,19.4,3.0,1.0,2.0,1.0,1.0,2,0,1,2,0,2,53.0,19.0,19.5,1.0,0,4
819,275.0,27.0,27.0,3.0,0.0,2.0,1.0,1.0,0,1,0,2,0,2,19.0,12.0,12.6,0.0,2,51
820,275.0,27.0,27.0,3.0,0.0,2.0,1.0,1.0,1,1,0,3,1,1,6.0,24.0,24.6,0.0,2,51
821,275.0,27.0,27.0,3.0,0.0,2.0,1.0,1.0,2,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,2,51
823,277.0,30.0,30.5,5.0,2.0,2.0,1.0,1.0,0,1,1,3,1,1,26.0,24.0,24.8,0.0,1,31
824,277.0,30.0,30.5,5.0,2.0,2.0,1.0,1.0,1,1,0,3,2,1,280.0,17.0,17.0,3.0,1,31
825,277.0,30.0,30.5,5.0,2.0,2.0,1.0,1.0,2,1,1,3,1,1,52.0,26.0,26.2,3.0,1,41
826,277.0,30.0,30.5,5.0,2.0,2.0,1.0,1.0,3,0,0,2,0,2,62.0,32.0,32.7,0.0,1,4
827,277.0,30.0,30.5,5.0,2.0,2.0,1.0,1.0,4,0,0,2,0,2,65.0,31.0,31.0,2.0,1,4
828,278.0,28.0,28.2,2.0,0.0,1.0,1.0,0.0,0,1,0,3,2,1,536.0,25.0,25.9,2.0,1,51
829,278.0,28.0,28.2,2.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,1,51
846,283.0,21.0,21.2,5.0,1.0,2.0,1.0,1.0,0,1,1,3,1,1,413.0,14.0,14.0,0.0,2,21
847,283.0,21.0,21.2,5.0,1.0,2.0,1.0,1.0,1,1,0,3,1,1,24.0,27.0,27.0,3.0,2,31
848,283.0,21.0,21.2,5.0,1.0,2.0,1.0,1.0,2,1,1,3,1,1,324.0,16.0,16.1,0.0,2,21
849,283.0,21.0,21.2,5.0,1.0,2.0,1.0,1.0,3,1,0,3,1,1,692.0,43.0,43.2,0.0,2,21
850,283.0,21.0,21.2,5.0,1.0,2.0,1.0,1.0,4,0,0,2,0,2,53.0,19.0,19.5,0.0,2,4
853,285.0,22.0,22.3,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,61
854,286.0,37.0,37.2,4.0,2.0,0.0,0.0,0.0,0,1,1,3,1,1,393.0,7.0,7.4,0.0,0,21
855,286.0,37.0,37.2,4.0,2.0,0.0,0.0,0.0,1,1,1,3,1,1,494.0,2.0,2.2,0.0,0,21
856,286.0,37.0,37.2,4.0,2.0,0.0,0.0,0.0,2,0,1,2,0,2,33.0,7.0,7.1,0.0,0,4
857,286.0,37.0,37.2,4.0,2.0,0.0,0.0,0.0,3,0,0,2,0,2,92.0,36.0,36.3,0.0,0,4
858,287.0,22.0,22.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,4,65.0,26.0,26.3,0.0,0,51
878,295.0,30.0,30.5,5.0,1.0,4.0,1.0,1.0,0,1,1,2,0,2,69.0,24.0,24.1,3.0,3,16
879,295.0,30.0,30.5,5.0,1.0,4.0,1.0,1.0,1,1,1,3,2,1,19.0,33.0,33.0,0.0,3,16
880,295.0,30.0,30.5,5.0,1.0,4.0,1.0,1.0,2,1,1,2,0,0,-1.0,-1.0,-1.0,-1.0,3,16
881,295.0,30.0,30.5,5.0,1.0,4.0,1.0,1.0,3,1,0,2,0,2,3.0,27.0,27.2,3.0,3,16
882,295.0,30.0,30.5,5.0,1.0,4.0,1.0,1.0,4,0,1,2,0,2,70.0,25.0,25.3,0.0,3,4
883,296.0,33.0,33.1,4.0,1.0,2.0,1.0,2.0,0,1,0,3,1,1,195.0,14.0,14.3,3.0,0,21
884,296.0,33.0,33.1,4.0,1.0,2.0,1.0,2.0,1,1,0,3,1,1,593.0,21.0,21.0,0.0,0,21
885,296.0,33.0,33.1,4.0,1.0,2.0,1.0,2.0,2,1,1,3,1,0,-1.0,-1.0,-1.0,-1.0,0,21
886,296.0,33.0,33.1,4.0,1.0,2.0,1.0,2.0,3,0,1,2,0,2,0.0,43.0,43.4,0.0,0,4
895,299.0,39.0,39.1,4.0,2.0,1.0,1.0,0.0,0,1,1,3,1,1,67.0,24.0,24.5,0.0,1,21
896,299.0,39.0,39.1,4.0,2.0,1.0,1.0,0.0,1,1,0,3,1,1,835.0,28.0,28.3,0.0,1,21
897,299.0,39.0,39.1,4.0,2.0,1.0,1.0,0.0,2,0,1,2,0,2,5.0,43.0,43.6,0.0,1,4
898,299.0,39.0,39.1,4.0,2.0,1.0,1.0,0.0,3,0,0,2,0,0,-1.0,-1.0,-1.0,-1.0,1,4
899,300.0,28.0,28.3,3.0,1.0,2.0,1.0,0.0,0,1,1,3,1,1,322.0,17.0,17.4,0.0,1,31
900,300.0,28.0,28.3,3.0,1.0,2.0,1.0,0.0,1,1,1,3,1,1,2.0,25.0,25.0,2.0,1,31
901,300.0,28.0,28.3,3.0,1.0,2.0,1.0,0.0,2,0,1,2,0,2,14.0,45.0,45.2,0.0,1,4
907,302.0,47.0,47.8,4.0,1.0,3.0,1.0,2.0,0,1,1,3,1,1,766.0,42.0,42.5,3.0,1,21
908,302.0,47.0,47.8,4.0,1.0,3.0,1.0,2.0,1,1,0,3,1,1,829.0,46.0,46.6,0.0,1,21
909,302.0,47.0,47.8,4.0,1.0,3.0,1.0,2.0,2,1,1,3,2,1,974.0,23.0,23.3,0.0,1,21
910,302.0,47.0,47.8,4.0,1.0,3.0,1.0,2.0,3,0,1,2,0,2,63.0,41.0,41.3,0.0,1,0
911,303.0,28.0,28.0,2.0,0.0,1.0,1.0,0.0,0,1,1,3,1,1,806.0,46.0,46.6,0.0,0,41
912,303.0,28.0,28.0,2.0,0.0,1.0,1.0,0.0,1,1,1,3,2,0,-1.0,-1.0,-1.0,-1.0,0,41
919,306.0,30.0,30.6,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
927,309.0,25.0,25.9,4.0,1.0,2.0,1.0,1.0,0,1,0,3,1,1,354.0,15.0,15.1,0.0,2,21
928,309.0,25.0,25.9,4.0,1.0,2.0,1.0,1.0,1,1,0,3,1,1,680.0,42.0,42.4,0.0,2,21
929,309.0,25.0,25.9,4.0,1.0,2.0,1.0,1.0,2,1,1,3,1,1,131.0,33.0,33.0,0.0,2,21
930,309.0,25.0,25.9,4.0,1.0,2.0,1.0,1.0,3,0,0,2,0,2,78.0,47.0,47.1,2.0,2,0
934,311.0,45.0,45.2,4.0,2.0,0.0,0.0,1.0,0,1,1,3,1,1,548.0,29.0,29.3,2.0,0,21
935,311.0,45.0,45.2,4.0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,21
936,311.0,45.0,45.2,4.0,2.0,0.0,0.0,1.0,2,0,1,2,0,2,69.0,24.0,24.1,0.0,0,0
937,311.0,45.0,45.2,4.0,2.0,0.0,0.0,1.0,3,0,1,2,0,2,35.0,16.0,16.1,2.0,0,0
938,312.0,43.0,43.5,4.0,0.0,3.0,1.0,0.0,0,1,0,3,2,1,296.0,3.0,3.0,0.0,3,31
939,312.0,43.0,43.5,4.0,0.0,3.0,1.0,0.0,1,1,0,3,1,1,801.0,43.0,43.5,0.0,3,31
940,312.0,43.0,43.5,4.0,0.0,3.0,1.0,0.0,2,1,2,3,1,1,367.0,19.0,19.4,0.0,3,31
941,312.0,43.0,43.5,4.0,0.0,3.0,1.0,0.0,3,1,0,3,1,1,260.0,18.0,18.2,0.0,3,31
942,313.0,44.0,44.1,2.0,0.0,1.0,1.0,0.0,0,1,1,3,2,1,863.0,41.0,41.3,0.0,1,41
943,313.0,44.0,44.1,2.0,0.0,1.0,1.0,0.0,1,1,1,3,1,1,231.0,16.0,16.1,0.0,1,41
945,315.0,21.0,21.0,2.0,0.0,2.0,1.0,0.0,0,1,1,3,2,1,333.0,19.0,19.4,0.0,2,21
946,315.0,21.0,21.0,2.0,0.0,2.0,1.0,0.0,1,1,0,3,1,1,655.0,33.0,33.3,0.0,2,31
957,320.0,25.0,25.0,4.0,1.0,1.0,1.0,1.0,0,1,1,3,1,1,241.0,12.0,12.0,3.0,3,16
958,320.0,25.0,25.0,4.0,1.0,1.0,1.0,1.0,1,1,0,3,1,1,1021.0,47.0,47.4,0.0,3,21
959,320.0,25.0,25.0,4.0,1.0,1.0,1.0,1.0,2,1,0,3,1,1,802.0,40.0,40.2,0.0,3,16
960,320.0,25.0,25.0,4.0,1.0,1.0,1.0,1.0,3,0,1,2,0,2,10.0,30.0,30.0,0.0,3,4
961,321.0,7.0,7.9,5.0,2.0,1.0,1.0,0.0,0,1,0,3,1,1,117.0,24.0,24.9,0.0,1,21
962,321.0,7.0,7.9,5.0,2.0,1.0,1.0,0.0,1,1,0,3,1,1,19.0,33.0,33.0,0.0,1,31
963,321.0,7.0,7.9,5.0,2.0,1.0,1.0,0.0,2,1,1,1,0,4,447.0,32.0,32.2,0.0,1,31
964,321.0,7.0,7.9,5.0,2.0,1.0,1.0,0.0,3,0,0,2,0,2,71.0,12.0,12.6,0.0,1,4
965,321.0,7.0,7.9,5.0,2.0,1.0,1.0,0.0,4,0,0,2,0,2,33.0,7.0,7.1,0.0,1,4
981,329.0,43.0,43.4,3.0,1.0,0.0,0.0,0.0,0,1,1,3,1,1,837.0,42.0,42.6,0.0,0,31
982,329.0,43.0,43.4,3.0,1.0,0.0,0.0,0.0,1,1,1,3,1,1,671.0,40.0,40.3,0.0,0,21
983,329.0,43.0,43.4,3.0,1.0,0.0,0.0,0.0,2,0,0,2,0,2,66.0,26.0,26.0,0.0,0,4
991,332.0,30.0,30.6,3.0,1.0,1.0,1.0,1.0,0,1,1,3,1,1,149.0,42.0,42.2,3.0,1,21
992,332.0,30.0,30.6,3.0,1.0,1.0,1.0,1.0,1,1,0,3,1,1,456.0,5.0,5.1,0.0,1,21
993,332.0,30.0,30.6,3.0,1.0,1.0,1.0,1.0,2,0,0,2,0,2,11.0,24.0,24.1,3.0,1,4
1002,335.0,30.0,30.7,5.0,2.0,1.0,1.0,0.0,0,1,1,3,2,1,939.0,44.0,44.2,0.0,3,21
1003,335.0,30.0,30.7,5.0,2.0,1.0,1.0,0.0,1,1,0,3,1,1,133.0,24.0,24.6,0.0,3,21
1004,335.0,30.0,30.7,5.0,2.0,1.0,1.0,0.0,2,1,1,3,1,1,921.0,26.0,26.1,0.0,3,21
1005,335.0,30.0,30.7,5.0,2.0,1.0,1.0,0.0,3,0,1,2,0,2,70.0,25.0,25.3,0.0,3,0
1006,335.0,30.0,30.7,5.0,2.0,1.0,1.0,0.0,4,0,1,2,0,2,95.0,43.0,43.4,0.0,3,4
1013,338.0,33.0,33.3,5.0,3.0,1.0,1.0,1.0,0,1,1,3,1,1,863.0,41.0,41.3,0.0,0,31
1014,338.0,33.0,33.3,5.0,3.0,1.0,1.0,1.0,1,1,0,3,1,1,845.0,32.0,32.9,0.0,0,31
1015,338.0,33.0,33.3,5.0,3.0,1.0,1.0,1.0,2,0,0,2,0,2,68.0,44.0,44.0,0.0,0,0
1016,338.0,33.0,33.3,5.0,3.0,1.0,1.0,1.0,3,0,1,2,0,2,94.0,45.0,45.0,2.0,0,0
1017,338.0,33.0,33.3,5.0,3.0,1.0,1.0,1.0,4,0,1,2,0,2,1.0,42.0,42.4,2.0,0,4
1060,353.0,27.0,27.0,1.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,222.0,12.0,12.2,0.0,0,31
1066,355.0,23.0,23.2,5.0,3.0,0.0,0.0,0.0,0,1,0,3,1,1,249.0,17.0,17.5,0.0,0,21
1067,355.0,23.0,23.2,5.0,3.0,0.0,0.0,0.0,1,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,21
1068,355.0,23.0,23.2,5.0,3.0,0.0,0.0,0.0,2,0,0,2,0,0,-1.0,-1.0,-1.0,-1.0,0,4
1069,355.0,23.0,23.2,5.0,3.0,0.0,0.0,0.0,3,0,0,2,0,2,79.0,38.0,38.3,0.0,0,0
1070,355.0,23.0,23.2,5.0,3.0,0.0,0.0,0.0,4,0,1,2,0,2,63.0,41.0,41.3,0.0,0,4
1072,357.0,27.0,27.0,5.0,0.0,2.0,1.0,1.0,0,1,0,3,2,1,76.0,28.0,28.3,2.0,3,61
1073,357.0,27.0,27.0,5.0,0.0,2.0,1.0,1.0,1,1,1,3,1,1,435.0,7.0,7.3,0.0,3,61
1074,357.0,27.0,27.0,5.0,0.0,2.0,1.0,1.0,2,1,1,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
1075,357.0,27.0,27.0,5.0,0.0,2.0,1.0,1.0,3,1,0,0,0,5,20.0,27.0,27.0,1.0,3,61
1076,357.0,27.0,27.0,5.0,0.0,2.0,1.0,1.0,4,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
1085,361.0,24.0,24.2,3.0,0.0,1.0,1.0,1.0,0,1,1,3,1,1,666.0,40.0,40.2,0.0,2,71
1086,361.0,24.0,24.2,3.0,0.0,1.0,1.0,1.0,1,1,0,0,0,4,39.0,22.0,22.3,0.0,2,71
1087,361.0,24.0,24.2,3.0,0.0,1.0,1.0,1.0,2,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,2,61
1096,365.0,24.0,24.2,1.0,0.0,1.0,1.0,0.0,0,1,1,3,1,1,594.0,25.0,25.1,3.0,1,51
1099,367.0,42.0,42.4,4.0,2.0,1.0,1.0,0.0,0,1,1,3,1,1,884.0,46.0,46.8,0.0,0,31
1100,367.0,42.0,42.4,4.0,2.0,1.0,1.0,0.0,1,1,0,1,0,0,-1.0,-1.0,-1.0,-1.0,0,31
1101,367.0,42.0,42.4,4.0,2.0,1.0,1.0,0.0,2,0,0,2,0,2,83.0,42.0,42.2,0.0,0,4
1102,367.0,42.0,42.4,4.0,2.0,1.0,1.0,0.0,3,0,1,2,0,2,97.0,37.0,37.1,0.0,0,4
1107,370.0,25.0,25.9,2.0,0.0,2.0,1.0,0.0,0,1,0,3,1,1,533.0,28.0,28.1,0.0,0,31
1108,370.0,25.0,25.9,2.0,0.0,2.0,1.0,0.0,1,1,0,3,1,1,901.0,33.0,33.0,0.0,0,31
1113,372.0,25.0,25.6,5.0,2.0,1.0,1.0,1.0,0,1,1,3,1,1,752.0,38.0,38.3,0.0,0,21
1114,372.0,25.0,25.6,5.0,2.0,1.0,1.0,1.0,1,1,0,3,1,1,468.0,19.0,19.2,0.0,0,21
1115,372.0,25.0,25.6,5.0,2.0,1.0,1.0,1.0,2,1,1,3,1,0,-1.0,-1.0,-1.0,-1.0,0,21
1116,372.0,25.0,25.6,5.0,2.0,1.0,1.0,1.0,3,0,1,2,0,2,46.0,21.0,21.1,0.0,0,0
1117,372.0,25.0,25.6,5.0,2.0,1.0,1.0,1.0,4,0,1,2,0,2,16.0,43.0,43.4,0.0,0,0
1118,373.0,21.0,21.0,4.0,2.0,2.0,1.0,0.0,0,1,1,3,1,1,938.0,46.0,46.8,0.0,2,16
1119,373.0,21.0,21.0,4.0,2.0,2.0,1.0,0.0,1,1,0,3,1,1,456.0,5.0,5.1,0.0,2,16
1120,373.0,21.0,21.0,4.0,2.0,2.0,1.0,0.0,2,0,0,2,0,2,64.0,31.0,31.0,0.0,2,0
1121,373.0,21.0,21.0,4.0,2.0,2.0,1.0,0.0,3,0,0,2,0,2,58.0,16.0,16.3,0.0,2,4
1132,377.0,43.0,43.6,4.0,1.0,3.0,1.0,1.0,0,1,1,3,1,1,33.0,30.0,30.3,1.0,2,21
1133,377.0,43.0,43.6,4.0,1.0,3.0,1.0,1.0,1,1,1,3,1,1,311.0,4.0,4.0,0.0,2,21
1134,377.0,43.0,43.6,4.0,1.0,3.0,1.0,1.0,2,1,1,3,1,1,791.0,26.0,26.0,0.0,2,21
1135,377.0,43.0,43.6,4.0,1.0,3.0,1.0,1.0,3,0,0,2,0,2,79.0,38.0,38.3,0.0,2,4
1141,380.0,25.0,25.1,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
1145,382.0,24.0,24.5,3.0,1.0,1.0,1.0,0.0,0,1,1,3,1,1,662.0,29.0,29.1,2.0,2,21
1146,382.0,24.0,24.5,3.0,1.0,1.0,1.0,0.0,1,1,0,3,1,1,811.0,42.0,42.5,0.0,2,21
1147,382.0,24.0,24.5,3.0,1.0,1.0,1.0,0.0,2,0,1,2,0,2,10.0,30.0,30.0,0.0,2,4
1148,383.0,27.0,27.2,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,4,88.0,4.0,4.2,0.0,0,51
1149,384.0,28.0,28.3,2.0,0.0,1.0,1.0,0.0,0,1,0,3,1,1,144.0,25.0,25.4,0.0,1,51
1150,384.0,28.0,28.3,2.0,0.0,1.0,1.0,0.0,1,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,1,51
1154,386.0,39.0,39.1,4.0,0.0,4.0,1.0,0.0,0,1,1,3,2,1,293.0,16.0,16.1,0.0,3,31
1155,386.0,39.0,39.1,4.0,0.0,4.0,1.0,0.0,1,1,1,3,1,0,-1.0,-1.0,-1.0,-1.0,3,41
1156,386.0,39.0,39.1,4.0,0.0,4.0,1.0,0.0,2,1,1,3,2,1,522.0,7.0,7.8,0.0,3,41
1157,386.0,39.0,39.1,4.0,0.0,4.0,1.0,0.0,3,1,0,3,1,1,251.0,13.0,13.1,0.0,3,41
1168,389.0,21.0,21.3,5.0,1.0,3.0,1.0,1.0,0,1,1,2,0,2,39.0,14.0,14.1,3.0,3,16
1169,389.0,21.0,21.3,5.0,1.0,3.0,1.0,1.0,1,1,0,3,1,1,808.0,29.0,29.0,2.0,3,21
1170,389.0,21.0,21.3,5.0,1.0,3.0,1.0,1.0,2,1,0,3,1,1,234.0,6.0,6.1,0.0,3,16
1171,389.0,21.0,21.3,5.0,1.0,3.0,1.0,1.0,3,1,0,3,2,1,521.0,14.0,14.3,0.0,3,16
1172,389.0,21.0,21.3,5.0,1.0,3.0,1.0,1.0,4,0,1,2,0,2,0.0,43.0,43.4,0.0,3,0
1190,395.0,18.0,18.2,1.0,0.0,0.0,0.0,0.0,0,1,0,3,1,1,154.0,30.0,30.3,0.0,0,41
1213,402.0,21.0,21.0,4.0,1.0,3.0,1.0,0.0,0,1,1,3,1,1,180.0,22.0,22.3,0.0,2,21
1214,402.0,21.0,21.0,4.0,1.0,3.0,1.0,0.0,1,1,1,3,1,1,61.0,23.0,23.3,3.0,2,21
1215,402.0,21.0,21.0,4.0,1.0,3.0,1.0,0.0,2,1,0,3,2,1,791.0,26.0,26.0,0.0,2,21
1216,402.0,21.0,21.0,4.0,1.0,3.0,1.0,0.0,3,0,1,2,0,2,71.0,12.0,12.6,0.0,2,4
1217,403.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,0,51
1230,407.0,29.0,29.2,1.0,0.0,1.0,1.0,1.0,0,1,0,3,1,1,387.0,15.0,15.1,0.0,0,61
1236,410.0,28.0,28.3,5.0,1.0,3.0,1.0,1.0,0,1,0,3,1,1,685.0,47.0,47.4,0.0,2,41
1237,410.0,28.0,28.3,5.0,1.0,3.0,1.0,1.0,1,1,0,3,2,1,99.0,27.0,27.2,0.0,2,41
1238,410.0,28.0,28.3,5.0,1.0,3.0,1.0,1.0,2,1,2,3,2,1,866.0,23.0,23.3,0.0,2,41
1239,410.0,28.0,28.3,5.0,1.0,3.0,1.0,1.0,3,1,0,3,2,1,108.0,33.0,33.0,0.0,2,41
1240,410.0,28.0,28.3,5.0,1.0,3.0,1.0,1.0,4,0,1,2,0,2,96.0,23.0,23.3,0.0,2,4
1268,419.0,26.0,26.3,3.0,1.0,0.0,0.0,0.0,0,1,1,1,0,4,198.0,24.0,24.2,0.0,0,21
1269,419.0,26.0,26.3,3.0,1.0,0.0,0.0,0.0,1,1,0,3,1,1,328.0,12.0,12.6,2.0,0,21
1270,419.0,26.0,26.3,3.0,1.0,0.0,0.0,0.0,2,0,1,2,0,2,16.0,43.0,43.4,0.0,0,4
1290,424.0,32.0,32.5,4.0,0.0,1.0,1.0,1.0,0,1,1,3,2,1,541.0,24.0,24.6,0.0,3,51
1291,424.0,32.0,32.5,4.0,0.0,1.0,1.0,1.0,1,1,0,0,0,3,641.0,24.0,24.3,3.0,3,51
1292,424.0,32.0,32.5,4.0,0.0,1.0,1.0,1.0,2,1,0,0,0,4,366.0,42.0,42.4,0.0,3,51
1293,424.0,32.0,32.5,4.0,0.0,1.0,1.0,1.0,3,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,41
1298,426.0,33.0,33.0,4.0,1.0,2.0,1.0,2.0,0,1,1,3,1,1,550.0,29.0,29.1,0.0,2,21
1299,426.0,33.0,33.0,4.0,1.0,2.0,1.0,2.0,1,1,0,3,1,1,186.0,18.0,18.2,0.0,2,21
1300,426.0,33.0,33.0,4.0,1.0,2.0,1.0,2.0,2,1,1,1,0,0,-1.0,-1.0,-1.0,-1.0,2,21
1301,426.0,33.0,33.0,4.0,1.0,2.0,1.0,2.0,3,0,0,2,0,2,3.0,27.0,27.2,0.0,2,4
1313,431.0,22.0,22.3,2.0,1.0,1.0,1.0,1.0,0,1,1,3,1,1,745.0,46.0,46.4,0.0,0,21
1314,431.0,22.0,22.3,2.0,1.0,1.0,1.0,1.0,1,0,0,2,0,2,45.0,3.0,3.0,0.0,0,0
1316,433.0,22.0,22.0,4.0,2.0,2.0,1.0,1.0,0,1,0,3,1,5,101.0,44.0,44.1,0.0,2,16
1317,433.0,22.0,22.0,4.0,2.0,2.0,1.0,1.0,1,1,0,3,1,1,918.0,45.0,45.1,0.0,2,16
1318,433.0,22.0,22.0,4.0,2.0,2.0,1.0,1.0,2,0,0,2,0,2,96.0,23.0,23.3,0.0,2,13
1319,433.0,22.0,22.0,4.0,2.0,2.0,1.0,1.0,3,0,0,2,0,0,-1.0,-1.0,-1.0,-1.0,2,4
1324,436.0,47.0,47.4,5.0,0.0,3.0,1.0,1.0,0,1,0,3,1,1,395.0,19.0,19.6,0.0,3,61
1325,436.0,47.0,47.4,5.0,0.0,3.0,1.0,1.0,1,1,0,3,1,1,997.0,42.0,42.4,2.0,3,61
1326,436.0,47.0,47.4,5.0,0.0,3.0,1.0,1.0,2,1,2,3,2,1,928.0,47.0,47.3,0.0,3,61
1327,436.0,47.0,47.4,5.0,0.0,3.0,1.0,1.0,3,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
1328,436.0,47.0,47.4,5.0,0.0,3.0,1.0,1.0,4,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,3,61
1346,441.0,28.0,28.2,3.0,1.0,1.0,1.0,0.0,0,1,1,3,1,5,104.0,26.0,26.1,0.0,1,31
1347,441.0,28.0,28.2,3.0,1.0,1.0,1.0,0.0,1,1,0,3,1,1,549.0,40.0,40.1,0.0,1,21
